374924_0.mid,"Ax1086, Bx351, Ax347, Bx1863",ABAB,B:1:20.470; A:1:38.030; B:2:04.600,3647,"A:0.924, B:0.957, C:0.415","Ax961, Bx1, Ax39, Bx1, Ax4, Bx2, Ax3, Bx2, Ax4, Bx3, Ax2, Bx1, Ax2, Bx2, Ax1, Bx2, Ax1, Bx3, Ax1, Bx1, Ax2, Bx310, Ax1, Bx163, Ax1, Bx8, Cx1, Ax1, Bx2, Ax1, Bx1, Ax1, Bx5, Ax1, Bx9, Ax4, Bx1, Ax2, Cx1, Bx1, Ax2, Bx1, Ax2, Bx1, Ax3, Bx1, Ax1, Bx1, Ax4, Bx2, Ax1, Bx1, Ax26, Cx1, Ax307, Bx1, Ax31, Bx1, Ax26, Bx1, Ax1, Bx2, Ax1, Bx5, Ax2, Bx1, Ax1, Bx2, Ax2, Bx1, Ax1, Bx8, Ax1, Bx2, Ax1, Bx2, Ax1, Bx1647"
374403_0.mid,"Ax497, Bx539, Ax213, Bx1090",ABAB,B:56.990s; A:1:38.130; B:1:56.210,2339,"A:0.938, B:0.957","Ax470, Bx1, Ax2, Bx3, Ax2, Bx1, Ax1, Bx6, Ax1, Bx2, Ax1, Bx511, Ax1, Bx1, Ax1, Bx7, Ax3, Bx1, Ax2, Bx1, Ax1, Bx2, Ax5, Bx1, Ax202, Bx1, Ax27, Bx2, Ax5, Bx2, Ax7, Bx1, Ax1, Bx1, Ax2, Bx1, Ax1, Bx19, Ax1, Bx2, Ax1, Bx2, Ax1, Bx1033"
375314_0.mid,"Ax1696, Bx981",AB,B:1:34.680,2677,"A:0.992, B:0.983","Ax1679, Bx1, Ax1, Bx1, Ax3, Bx1, Ax11, Bx2, Ax1, Bx3, Ax1, Bx1, Ax1, Bx971"
374162_0.mid,"Ax539, Bx726, Cx512",ABC,B:35.650s; C:1:10.450,1777,"A:0.992, B:0.936, C:0.972","Ax512, Bx1, Ax7, Bx1, Ax2, Bx1, Ax2, Bx1, Ax1, Bx2, Ax1, Bx2, Ax2, Bx1, Ax1, Bx690, Cx1, Bx19, Cx1, Bx12, Cx1, Bx11, Cx1, Bx1, Cx1, Bx1, Cx6, Bx1, Cx2, Bx1, Cx3, Bx1, Cx487"
375320_0.mid,"Ax512, Bx750, Cx370, Bx1840",ABCB,B:42.770s; C:1:15.250; B:1:32.210,3472,"A:0.979, B:0.992, C:0.941","Ax490, Bx1, Ax6, Bx1, Ax1, Bx2, Ax1, Bx3, Ax1, Bx10, Ax1, Bx2, Ax1, Bx719, Cx1, Bx45, Cx1, Bx1, Cx1, Bx1, Cx2, Bx1, Cx2, Bx1, Cx3, Bx3, Cx3, Bx1, Cx16, Bx1, Cx12, Bx1, Cx355, Bx1, Cx1, Bx2, Cx4, Bx2, Cx2, Bx1, Cx2, Bx2, Cx1, Bx1764"
374338_0.mid,"Ax506, Bx2506, Ax199",ABA,B:45.630s; A:3:29.240,3211,"A:0.921, B:0.920, C:0.528","Ax479, Bx1, Ax4, Bx1, Ax2, Bx1, Ax2, Bx1, Ax2, Bx1, Ax1, Bx2370, Cx2, Bx5, Cx1, Bx1, Cx2, Bx5, Cx1, Bx1, Cx1, Bx2, Cx1, Bx2, Cx1, Bx1, Cx3, Bx1, Cx1, Bx2, Cx1, Bx2, Cx1, Bx2, Cx11, Bx3, Cx3, Bx1, Cx2, Bx1, Cx1, Bx1, Cx6, Bx1, Cx1, Bx1, Cx5, Ax1, Cx3, Ax1, Cx1, Ax1, Cx2, Ax1, Cx6, Ax2, Cx1, Ax1, Cx2, Ax1, Cx1, Ax5, Cx2, Ax2, Cx4, Ax1, Cx1, Ax6, Cx1, Ax3, Cx1, Ax2, Cx1, Ax4, Cx1, Ax4, Cx1, Ax3, Cx1, Ax2, Cx1, Ax11, Cx1, Ax188"
375793_0.mid,"Ax1777, Bx916",AB,B:2:07.500,2693,"A:0.998, B:0.991","Ax1754, Bx1, Ax11, Bx1, Ax13, Bx1, Ax1, Bx1, Ax1, Bx4, Ax1, Bx904"
375909_0.mid,"Ax1087, Bx1346, Ax1119",ABA,B:1:07.060; A:2:49.800,3552,"A:0.918, B:0.906, C:0.504","Ax1014, Bx1, Ax5, Bx1, Ax11, Bx1, Ax1, Bx1, Ax1, Bx1, Ax4, Bx1, Ax10, Bx3, Ax1, Bx1, Ax1, Bx1, Ax2, Bx2, Ax2, Bx1, Ax1, Bx2, Ax1, Bx3, Ax3, Bx1, Ax1, Bx2, Ax1, Bx5, Ax1, Bx1, Ax2, Bx1, Ax2, Bx13, Ax2, Bx1, Ax2, Bx1, Ax1, Bx1255, Cx1, Bx2, Cx1, Bx5, Cx2, Bx4, Cx1, Bx2, Cx1, Bx1, Cx3, Bx2, Cx1, Bx1, Cx4, Bx1, Cx3, Bx1, Cx1, Bx1, Cx1, Bx1, Cx14, Bx1, Cx11, Bx1, Cx6, Bx1, Cx2, Bx1, Cx11, Bx1, Cx2, Ax1, Cx11, Ax1, Cx1, Ax2, Cx2, Ax2, Cx1, Ax1, Cx1, Ax6, Cx1, Ax18, Cx1, Ax1044"
375232_0.mid,"Ax1550, Bx433, Ax1407, Bx409",ABAB,B:1:09.520; A:1:26.860; B:2:29.500,3799,"A:0.930, B:0.941","Ax1335, Bx1, Ax35, Bx1, Ax63, Bx1, Ax2, Bx1, Ax12, Bx1, Ax20, Bx1, Ax4, Bx2, Ax1, Bx1, Ax2, Bx1, Ax2, Bx1, Ax2, Bx1, Ax1, Bx1, Ax3, Bx2, Ax1, Bx2, Ax1, Bx2, Ax1, Bx4, Ax1, Bx5, Ax2, Bx1, Ax1, Bx6, Ax1, Bx373, Ax1, Bx3, Ax1, Bx3, Ax1, Bx1, Ax10, Bx1, Ax4, Bx1, Ax1212, Bx1, Ax26, Bx1, Ax11, Bx1, Ax2, Bx1, Ax2, Bx1, Ax2, Bx1, Ax33, Bx1, Ax5, Bx1, Ax14, Bx2, Ax13, Bx1, Ax8, Bx1, Ax9, Bx1, Ax1, Bx1, Ax15, Bx1, Ax2, Bx1, Ax8, Bx2, Ax13, Bx1, Ax2, Bx1, Ax2, Bx1, Ax2, Bx1, Ax3, Bx1, Ax4, Bx1, Ax2, Bx2, Ax1, Bx1, Ax8, Bx1, Ax2, Bx1, Ax2, Bx1, Ax2, Bx1, Ax1, Bx2, Ax1, Bx3, Ax1, Bx2, Ax1, Bx1, Ax1, Bx3, Ax1, Bx1, Ax2, Bx1, Ax2, Bx1, Ax2, Bx1, Ax2, Bx5, Ax1, Bx1, Ax2, Bx1, Ax1, Bx5, Ax1, Bx3, Ax1, Bx26, Ax1, Bx8, Ax1, Bx352"
375729_0.mid,"Ax617, Bx578, Ax1362, Bx1172",ABAB,B:28.720s; A:1:05.800; B:2:12.040,3729,"A:0.927, B:0.919","Ax501, Bx1, Ax2, Bx6, Ax1, Bx2, Ax1, Bx1, Ax1, Bx2, Ax1, Bx8, Ax1, Bx9, Ax1, Bx6, Ax1, Bx3, Ax1, Bx8, Ax1, Bx24, Ax1, Bx2, Ax1, Bx2, Ax2, Bx1, Ax1, Bx3, Ax1, Bx8, Ax1, Bx2, Ax1, Bx5, Ax1, Bx2, Ax1, Bx10, Ax1, Bx18, Ax1, Bx8, Ax2, Bx19, Ax1, Bx8, Ax1, Bx17, Ax1, Bx12, Ax1, Bx9, Ax1, Bx4, Ax1, Bx33, Ax1, Bx7, Ax1, Bx5, Ax3, Bx16, Ax1, Bx2, Ax1, Bx11, Ax2, Bx4, Ax1, Bx11, Ax1, Bx4, Ax1, Bx3, Ax1, Bx2, Ax1, Bx8, Ax1, Bx2, Ax1, Bx2, Ax1, Bx3, Ax2, Bx7, Ax2, Bx3, Ax1, Bx2, Ax1, Bx4, Ax2, Bx2, Ax1, Bx2, Ax2, Bx1, Ax1, Bx1, Ax1, Bx11, Ax1, Bx1, Ax1, Bx14, Ax1, Bx2, Ax1, Bx2, Ax1, Bx1, Ax1, Bx28, Ax1, Bx469, Ax1, Bx24, Ax1, Bx3, Ax4, Bx1, Ax2, Bx1, Ax2, Bx2, Ax14, Bx1, Ax806, Bx1, Ax24, Bx1, Ax16, Bx1, Ax2, Bx1, Ax5, Bx1, Ax7, Bx1, Ax3, Bx1, Ax4, Bx5, Ax2, Bx1, Ax4, Bx1, Ax6, Bx1, Ax10, Bx1, Ax25, Bx1, Ax300, Bx1, Ax5, Bx1, Ax3, Bx1, Ax1, Bx1, Ax3, Bx1, Ax1, Bx3, Ax2, Bx2, Ax2, Bx19, Ax1, Bx7, Ax1, Bx2, Ax1, Bx952"
374461_0.mid,"Ax1977, Bx226, Ax778",ABA,B:1:33.600; A:1:46.510,2981,"A:0.984, B:0.923, C:0.740","Ax1849, Bx1, Ax8, Bx1, Ax14, Bx1, Ax4, Bx1, Ax5, Bx2, Ax1, Bx1, Ax2, Bx1, Ax1, Bx2, Ax4, Bx5, Ax1, Bx4, Ax1, Bx18, Ax1, Bx211, Ax2, Bx1, Ax1, Bx1, Ax1, Bx1, Ax1, Bx1, Ax1, Bx1, Ax1, Bx2, Ax1, Bx1, Ax2, Bx1, Ax6, Bx1, Ax727, Cx1, Ax15, Cx1, Ax3, Cx1, Ax3, Cx1, Ax1, Cx5, Ax2, Cx1, Ax2, Cx1, Ax1, Cx1, Ax1, Cx6, Ax2, Cx9, Ax1, Cx2, Ax1, Cx2, Ax1, Cx2, Ax2, Cx1, Ax1, Cx19"
375032_0.mid,"Ax2983, Bx379, Ax674",ABA,B:2:31.620; A:2:47.290,4036,"A:0.979, B:0.942, C:0.728","Ax2556, Bx1, Ax10, Bx1, Ax1, Bx1, Ax2, Bx1, Ax1, Bx3, Ax1, Bx1, Ax2, Bx2, Ax1, Bx2, Ax1, Bx2, Ax1, Bx3, Ax1, Bx325, Ax1, Bx3, Ax1, Bx13, Ax2, Bx1, Ax1, Bx2, Ax2, Bx1, Ax1, Bx1, Ax1, Bx1, Ax2, Bx1, Ax5, Bx1, Ax21, Bx1, Ax74, Bx1, Ax578, Cx1, Ax153, Cx1, Ax6, Cx1, Ax20, Cx1, Ax14, Cx1, Ax1, Cx1, Ax8, Cx1, Ax3, Cx2, Ax1, Cx1, Ax3, Cx3, Ax7, Cx1, Ax1, Cx2, Ax2, Cx1, Ax4, Cx4, Ax1, Cx3, Ax1, Cx3, Ax1, Cx1, Ax1, Cx1, Ax2, Cx1, Ax2, Cx2, Ax2, Cx3, Ax2, Cx1, Ax5, Cx1, Ax2, Cx1, Ax1, Cx4, Ax1, Cx3, Ax1, Cx3, Ax1, Cx9, Ax1, Cx1, Ax1, Cx4, Ax1, Cx1, Ax6, Cx9, Ax1, Cx5, Ax1, Cx1, Ax2, Cx3, Ax1, Cx4, Ax1, Cx3, Ax1, Cx17, Ax1, Cx2, Ax1, Cx2, Ax1, Cx5, Ax1, Cx3, Ax1, Cx2, Ax1, Cx3, Ax1, Cx8, Ax1, Cx2"
374446_0.mid,"Ax568, Bx1262, Cx1395, Bx631",ABCB,B:27.170s; C:1:13.810; B:2:12.860,3856,"A:0.994, B:0.985, C:0.972","Ax544, Bx1, Ax2, Bx1, Ax2, Bx4, Ax1, Bx13, Ax1, Bx252, Ax1, Bx957, Cx1, Bx41, Cx1, Bx2, Cx1, Bx2, Cx1, Bx5, Cx1, Bx2, Cx1, Bx2, Cx1, Bx5, Cx2, Bx1, Cx5, Bx1, Cx8, Bx1, Cx273, Bx1, Cx1064, Bx1, Cx5, Bx1, Cx3, Bx1, Cx2, Bx1, Cx5, Bx1, Cx2, Bx1, Cx2, Bx3, Cx1, Bx2, Cx2, Bx7, Cx1, Bx2, Cx1, Bx3, Cx1, Bx1, Cx1, Bx605"
374322_0.mid,"Ax976, Bx484, Ax713, Bx955",ABAB,B:1:32.980; A:2:16.080; B:3:10.700,3128,"A:0.926, B:0.914","Ax771, Bx1, Ax18, Bx1, Ax2, Bx1, Ax1, Bx1, Ax2, Bx53, Ax1, Bx32, Ax1, Bx2, Ax1, Bx3, Ax1, Bx9, Ax1, Bx59, Ax1, Bx5, Ax1, Bx2, Ax1, Bx382, Ax1, Bx48, Ax1, Bx15, Ax3, Bx2, Ax2, Bx1, Ax1, Bx2, Ax1, Bx1, Ax1, Bx1, Ax1, Bx1, Ax1, Bx3, Ax3, Bx1, Ax1, Bx6, Ax1, Bx2, Ax2, Bx5, Ax1, Bx2, Ax1, Bx5, Ax5, Bx2, Ax3, Bx1, Ax2, Bx2, Ax1, Bx1, Ax1, Bx2, Ax3, Bx2, Ax1, Bx1, Ax1, Bx1, Ax3, Bx1, Ax6, Bx1, Ax5, Bx2, Ax3, Bx1, Ax2, Bx1, Ax2, Bx1, Ax4, Bx1, Ax1, Bx1, Ax2, Bx1, Ax4, Bx1, Ax1, Bx2, Ax2, Bx2, Ax1, Bx1, Ax1, Bx2, Ax2, Bx1, Ax2, Bx1, Ax2, Bx2, Ax2, Bx1, Ax1, Bx2, Ax2, Bx1, Ax2, Bx1, Ax1, Bx3, Ax1, Bx1, Ax2, Bx1, Ax1, Bx1, Ax1, Bx3, Ax1, Bx2, Ax1, Bx5, Ax1, Bx2, Ax1, Bx8, Ax1, Bx1, Ax1, Bx2, Ax2, Bx5, Ax1, Bx2, Ax1, Bx120, Ax1, Bx6, Ax2, Bx3, Ax2, Bx1, Ax3, Bx3, Ax1, Bx1, Ax563, Bx1, Ax19, Bx2, Ax2, Bx4, Ax2, Bx1, Ax1, Bx2, Ax1, Bx2, Ax1, Bx2, Ax1, Bx754"
375227_0.mid,"Ax224, Bx437, Ax296",ABA,B:31.810s; A:1:17.470,957,"A:0.940, B:0.947","Ax142, Bx1, Ax65, Bx1, Ax3, Bx2, Ax1, Bx2, Ax1, Bx1, Ax8, Bx2, Ax2, Bx1, Ax1, Bx5, Ax1, Bx6, Ax1, Bx2, Ax1, Bx5, Ax1, Bx403, Ax2, Bx4, Ax6, Bx1, Ax12, Bx1, Ax273"
375242_0.mid,"Ax2953, Bx597",AB,B:2:46.840,3550,"A:0.996, B:0.982","Ax2920, Bx1, Ax5, Bx2, Ax7, Bx1, Ax2, Bx1, Ax2, Bx3, Ax2, Bx2, Ax1, Bx2, Ax1, Bx7, Ax1, Bx590"
375894_0.mid,"Ax654, Bx765, Ax230, Bx664",ABAB,B:1:15.050; A:2:00.030; B:2:17.540,2313,"A:0.954, B:0.912","Ax576, Bx1, Ax2, Bx1, Ax8, Bx2, Ax1, Bx2, Ax1, Bx1, Ax1, Bx4, Ax1, Bx2, Ax1, Bx673, Ax1, Bx5, Ax1, Bx2, Ax1, Bx2, Ax3, Bx4, Ax4, Bx2, Ax4, Bx1, Ax202, Bx1, Ax17, Bx1, Ax2, Bx2, Ax4, Bx1, Ax2, Bx2, Ax1, Bx2, Ax1, Bx2, Ax1, Bx2, Ax2, Bx1, Ax2, Bx1, Ax1, Bx2, Ax1, Bx1, Ax1, Bx1, Ax1, Bx584, Ax2, Bx5, Ax1, Bx4, Ax2, Bx2, Ax4, Bx2, Ax1, Bx2, Ax1, Bx2, Ax1, Bx2, Ax1, Bx1, Ax2, Bx1, Ax7, Bx1, Ax1, Bx1, Ax2, Bx1, Ax9, Bx1, Ax106"
374742_0.mid,"Ax529, Bx1272, Cx1051, Bx795",ABCB,B:44.520s; C:1:31.580; B:2:20.820,3647,"A:0.989, B:0.968, C:0.921","Ax482, Bx1, Ax4, Bx1, Ax2, Bx1, Ax5, Bx2, Ax1, Bx5, Ax1, Bx4, Ax1, Bx735, Cx1, Bx56, Cx1, Bx425, Cx1, Bx5, Cx1, Bx9, Cx1, Bx1, Cx1, Bx5, Cx2, Bx1, Cx1, Bx2, Cx2, Bx1, Cx1, Bx1, Cx3, Bx1, Cx35, Bx1, Cx8, Bx1, Cx29, Bx1, Cx958, Bx1, Cx26, Bx1, Cx38, Bx1, Cx3, Bx2, Cx5, Bx3, Cx1, Bx1, Cx2, Bx2, Cx2, Bx4, Cx1, Bx2, Cx1, Bx5, Cx1, Bx8, Cx1, Bx1, Cx1, Bx8, Cx1, Bx725"
374493_0.mid,"Ax1114, Bx720, Cx811",ABC,B:1:13.740; C:2:08.040,2645,"A:0.993, B:0.961, C:0.947","Ax1095, Bx1, Ax2, Bx1, Ax2, Bx1, Ax1, Bx2, Ax1, Bx4, Ax2, Bx1, Ax1, Bx708, Cx1, Bx11, Cx2, Bx1, Cx1, Bx3, Cx1, Bx1, Cx4, Bx1, Cx797"
460398_0.mid,"Ax1806, Bx1188, Ax236",ABA,B:1:17.680; A:2:11.690,3230,"A:0.975, B:0.922","Ax1591, Bx1, Ax7, Bx4, Ax1, Bx1, Ax1, Bx2, Ax1, Bx1, Ax3, Bx3, Ax2, Bx2, Ax1, Bx8, Ax1, Bx3, Ax1, Bx4, Ax1, Bx14, Ax1, Bx1046, Ax1, Bx7, Ax1, Bx3, Ax1, Bx1, Ax1, Bx1, Ax1, Bx1, Ax4, Bx2, Ax10, Bx1, Ax208, Bx1, Ax15, Bx1, Ax5, Bx1, Ax1, Bx2, Ax1, Bx1, Ax3, Bx10, Ax1, Bx3, Ax2, Bx1, Ax1, Bx9, Ax1, Bx5, Ax1, Bx22, Ax1, Bx17, Ax1, Bx2, Ax1, Bx22, Ax1, Bx155"
461460_0.mid,"Ax759, Bx1991, Cx449, Bx672",ABCB,B:1:33.680; C:2:42.090; B:2:59.790,3871,"A:0.968, B:0.951, C:0.962, D:0.476","Ax647, Bx1, Ax20, Bx1, Ax12, Bx1, Ax2, Bx1, Ax16, Bx1, Ax2, Bx2, Ax1, Bx4, Ax2, Bx4, Ax1, Bx5, Ax1, Bx2, Ax1, Bx6, Ax1, Bx7, Ax1, Bx1697, Cx1, Bx2, Cx1, Bx1, Cx1, Bx2, Cx1, Bx2, Cx2, Bx1, Cx9, Bx1, Cx383, Bx1, Cx14, Bx1, Cx1, Bx2, Cx2, Bx5, Cx1, Bx21, Cx1, Bx134, Dx1, Bx30, Dx1, Bx89, Dx1, Bx5, Dx1, Bx7, Dx1, Bx17, Dx1, Bx14, Dx1, Bx17, Dx1, Bx19, Dx1, Bx8, Dx1, Bx4, Dx1, Bx47, Dx1, Bx573"
